==32764== NVPROF is profiling process 32764, command: python main.py --dataset qm9 --datasetPath ./data/qm9/dsgdb9nsd/ --epochs 1 --model MPNNv1 --log-interval 20 --profile-epoch-list 0 --profile-batch-list 100 --batch-size 10 --prefetch 10 --stop-after-profiling --prof-forward --logPath ./log/2019_03_08__16
==32764== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==32764== Profiling application: python main.py --dataset qm9 --datasetPath ./data/qm9/dsgdb9nsd/ --epochs 1 --model MPNNv1 --log-interval 20 --profile-epoch-list 0 --profile-batch-list 100 --batch-size 10 --prefetch 10 --stop-after-profiling --prof-forward --logPath ./log/2019_03_08__16
==32764== Profiling result:
==32764== Metric result:
Invocations                               Metric Name                                         Metric Description         Min         Max         Avg
Device "GeForce GTX 1070 Ti (0)"
    Kernel: void kernelPointwiseApply2<CopyOp<float, float>, float, float, unsigned int, int=1, int=2>(OffsetInfo<float, float, float>, OffsetInfo<CopyOp<float, float>, float, unsigned int>, float, float)
         95                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
         95                             flop_count_sp                Floating Point Operations(Single Precision)           0           0           0
         95                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
         95                                inst_fp_64                                    FP Instructions(Double)           0           0           0
         95                                inst_fp_32                                    FP Instructions(Single)           0           0           0
         95                                inst_fp_16                                      HP Instructions(Half)           0           0           0
         95                              inst_integer                                       Integer Instructions       10052   930284770    32686838
         95                  gld_requested_throughput                           Requested Global Load Throughput  216.38MB/s  194.90GB/s  176.45GB/s
         95                  gst_requested_throughput                          Requested Global Store Throughput  552.97MB/s  194.90GB/s  178.49GB/s
         95                    shared_load_throughput                              Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         95                   shared_store_throughput                             Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         95                            gld_efficiency                              Global Memory Load Efficiency      25.96%     100.00%      91.83%
         95                            gld_throughput                                     Global Load Throughput  288.51MB/s  237.77GB/s  212.20GB/s
         95                            gst_efficiency                             Global Memory Store Efficiency      98.57%     100.00%      99.70%
         95                            gst_throughput                                    Global Store Throughput  560.98MB/s  194.90GB/s  178.49GB/s
         95                         shared_efficiency                                   Shared Memory Efficiency       0.00%       0.00%       0.00%
         95                           global_hit_rate                          Global Hit Rate in unified l1/tex      47.83%      99.41%      72.05%
         95                      global_load_requests   Total number of global load requests from Multiprocessor          35     3523802      123810
         95                            local_hit_rate                                             Local Hit Rate       0.00%       0.00%       0.00%
         95                       local_load_requests    Total number of local load requests from Multiprocessor           0           0           0
         95                      local_store_requests   Total number of local store requests from Multiprocessor           0           0           0
         95                           l2_tex_hit_rate                                          L2 Cache Hit Rate       0.69%      31.43%      15.23%
         95                  l2_tex_read_transactions                            L2 Transactions (Texture Reads)           4       25346        1164
         95                 l2_tex_write_transactions                           L2 Transactions (Texture Writes)          35     3523802      123810
         95                  shared_load_transactions                                   Shared Load Transactions           0           0           0
         95                 shared_store_transactions                                  Shared Store Transactions           0           0           0
         95                        tex_cache_hit_rate                                     Unified Cache Hit Rate      61.96%      76.98%      67.94%
         95                    tex_cache_transactions                                 Unified Cache Transactions          35     3523802      123810
         95                    dram_read_transactions                            Device Memory Read Transactions          23       39445        1590
         95                   dram_write_transactions                           Device Memory Write Transactions           8     3516902      122326
    Kernel: sgemm_32x32x32_NT_vec
         63                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
         63                             flop_count_sp                Floating Point Operations(Single Precision)      279936   359941120    18628226
         63                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
         63                                inst_fp_64                                    FP Instructions(Double)           0           0           0
         63                                inst_fp_32                                    FP Instructions(Single)      147840   185197568     9595505
         63                                inst_fp_16                                      HP Instructions(Half)           0           0           0
         63                              inst_integer                                       Integer Instructions       21888    19973120     1051834
         63                  gld_requested_throughput                           Requested Global Load Throughput  2.2416GB/s  592.13GB/s  264.43GB/s
         63                  gst_requested_throughput                          Requested Global Store Throughput  133.21MB/s  34.763GB/s  15.766GB/s
         63                    shared_load_throughput                              Shared Memory Load Throughput  13.755GB/s  1536.0GB/s  702.14GB/s
         63                   shared_store_throughput                             Shared Memory Store Throughput  7.9634GB/s  855.23GB/s  391.92GB/s
         63                            gld_efficiency                              Global Memory Load Efficiency      98.10%     100.00%      99.40%
         63                            gld_throughput                                     Global Load Throughput  2.2849GB/s  592.13GB/s  264.45GB/s
         63                            gst_efficiency                             Global Memory Store Efficiency      75.00%     100.00%      92.06%
